ix_id,name,long_name,City,Country,Continent,net,fac,Cloudflare,Meta,Akamai,Microsoft,Netskope,Hurricane,Amazon,Fastly,Google,ACE CDN,TOTAL
1690,NIXI Ahmedabad,NIXI Ahmedabad Internet Exchange,Ahmedabad,IN,Asia Pacific,0,2,0,0,0,0,0,0,0,0,0,0,0
1748,MSK-IX Riga,MSK-IX Riga,Riga,LV,Europe,0,1,0,0,0,0,0,0,0,0,0,0,0
1754,MIXP.me,Montenegro Internet eXchange Point,Podgorica,ME,Europe,2,0,0,0,0,0,0,0,0,0,0,0,0
1771,VNIX-HCM,,Ho Chi Minh City,VN,Asia Pacific,6,0,0,0,0,0,0,0,0,0,0,0,0
1772,VNIX-HN,,Hanoi,VN,Asia Pacific,7,0,0,0,0,0,0,0,0,0,0,0,0
1773,VNIX-DN,,Da Nang,VN,Asia Pacific,5,0,0,0,0,0,0,0,0,0,0,0,0
1776,GABIX,Gabon Internet eXchange,Libreville,GA,Africa,8,2,0,0,0,0,0,0,0,0,0,0,0
1816,A.IX,Advanced IX Lebanon,Beirut,LB,Middle East,13,0,0,0,0,0,0,0,0,0,0,0,0
1833,IXP Ecuador - MEC,IXP Ecuador - Manta,Manta,EC,South America,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,HIX-NZ,Hamilton Internet Exchange,Hamilton,NZ,Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,DPE,Dunedin Peering Exchange,Dunedin,NZ,Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,IX.br (PTT.br) Santa Maria,IX.br (PTT.br) Santa Maria,Santa Maria/RS,BR,South America,9,2,0,0,0,0,0,0,0,0,0,0,0
1861,CN-IX-SH,CN-IX,ShangHai,CN,Asia Pacific,4,0,0,0,0,0,0,0,0,0,0,0,0
1862,CN-IX-BJ,,BeiJing,CN,Asia Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0
1863,CN-IX-GZ,,GuangZhou,CN,Asia Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0
1870,IXPN Abuja,"Internet exchange Point of Nigeria, Abuja",Abuja,NG,Africa,17,0,0,0,0,0,0,0,0,0,0,0,0
1886,Cnean,,BeiJing,CN,Asia Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0
1917,PIT Temuco - PIT Chile,,Temuco,CL,South America,4,1,0,0,0,0,0,0,0,0,0,0,0
1933,PCIX,Piacenza Internet Exchange,Piacenza,IT,Europe,29,8,0,0,0,0,0,0,0,0,0,0,0
1958,Mesh.IX,Meshroom Internet Exchange Point,Dnipro,UA,Europe,3,3,0,0,0,0,0,0,0,0,0,0,0
1978,CLOUD-IX SPB,,St. Petersburg,RU,Europe,25,8,0,0,0,0,0,0,0,0,0,0,0
1982,CLOUD-IX EKT,CLOUD-IX EKT,Ekaterinburg,RU,Europe,6,3,0,0,0,0,0,0,0,0,0,0,0
1983,IX.br (PTT.br) João Pessoa,IX.br (PTT.br) João Pessoa,João Pessoa/PB,BR,South America,27,2,0,0,0,0,0,0,0,0,0,0,0
1984,RomandIX,,Lausanne,CH,Europe,20,2,0,0,0,0,0,0,0,0,0,0,0
2013,Community-IX.ch,Community-IX.ch,Zurich,CH,Europe,18,3,0,0,0,0,0,0,0,0,0,0,0
2032,Ninja-IX Sacramento,Ninja-IX Sacramento,Sacramento,US,North America,7,1,0,0,0,0,0,0,0,0,0,0,0
2050,GPIEX,Global Peering Managed Services Provider,Albany,US,North America,2,3,0,0,0,0,0,0,0,0,0,0,0
2051,IF-IX,IVANO-FRANKIVSK INTERNET EXCHANGE,Ivano-Frankivsk,UA,Europe,8,1,0,0,0,0,0,0,0,0,0,0,0
2078,IX.br (PTT.br) Teresina,IX.br (PTT.br) Teresina,Teresina/PI,BR,South America,35,0,0,0,0,0,0,0,0,0,0,0,0
2086,IX.br (PTT.br) São Luís,IX.br (PTT.br) São Luís,São Luís/MA,BR,South America,55,1,0,0,0,0,0,0,0,0,0,0,0
2116,GOREX,Guam Open Research & Education Exchange,Piti,GU,Asia Pacific,5,1,0,0,0,0,0,0,0,0,0,0,0
2124,CFLIX (Central Florida Internet Exchange),Central Florida Internet Exchange,Orlando,US,North America,0,1,0,0,0,0,0,0,0,0,0,0,0
2176,PIT entel,,Santiago,CL,South America,3,2,0,0,0,0,0,0,0,0,0,0,0
2182,Equinix Denver,Equinix Internet Exchange Denver,Denver,US,North America,4,2,0,0,0,0,0,0,0,0,0,0,0
2183,Equinix Houston,Equinix Internet Exchange Houston,Houston,US,North America,0,1,0,0,0,0,0,0,0,0,0,0,0
2186,Baltimore IX,Baltimore Internet Exchange,Baltimore,US,North America,3,2,0,0,0,0,0,0,0,0,0,0,0
2195,Amaravati IX,Amaravati IX,Amaravati,IN,Asia Pacific,12,1,0,0,0,0,0,0,0,0,0,0,0
2207,DV-IX,,Chita,RU,Asia Pacific,1,0,0,0,0,0,0,0,0,0,0,0,0
2208,TIX Tanzania - Zanzibar,,Zanzibar,TZ,Africa,6,0,0,0,0,0,0,0,0,0,0,0,0
2239,BHNIX,Bosnia and Herzegovina Neutral Internet Exchange,Sarajevo,BA,Europe,9,1,0,0,0,0,0,0,0,0,0,0,0
2245,NIXA,National Internet Exchange of Afghanistan,Kabul,AF,Asia Pacific,16,0,0,0,0,0,0,0,0,0,0,0,0
2250,KAZ-GOV-IX Astana,Kazakhstan Government Internet Exchange Astana,Astana,KZ,Asia Pacific,14,1,0,0,0,0,0,0,0,0,0,0,0
2251,Remki Internet Exchange (RIX),Remki Internet Exchange (RIX) - Remki IX,Guntur,IN,Asia Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0
2272,TTIX2,,Princes Town,TT,South America,8,1,0,0,0,0,0,0,0,0,0,0,0
2274,EVIX,Experimental Virtual Internet Exchange,Fremont,US,North America,171,2,0,0,0,0,0,0,0,0,0,0,0
2291,IX.br (PTT.br) Maceió,IX.br (PTT.br) Maceió,Maceió/AL,BR,South America,31,1,0,0,0,0,0,0,0,0,0,0,0
2317,Ninja-IX Charlotte,,Charlotte,US,North America,3,2,0,0,0,0,0,0,0,0,0,0,0
2319,Ninja-IX Houston,Ninja-IX Houston,Houston,US,North America,3,1,0,0,0,0,0,0,0,0,0,0,0
2320,SIXP Sudan,Sudan Internet Exchange Point,Khartoum,SD,Africa,4,0,0,0,0,0,0,0,0,0,0,0,0
2332,PNG Neutral IX POM,,Port Moresby,PG,Asia Pacific,13,0,0,0,0,0,0,0,0,0,0,0,0
2341,REDIX Chennai,REDIX Chennai,Chennai,IN,Asia Pacific,2,2,0,0,0,0,0,0,0,0,0,0,0
2387,SJIX,Saint John Internet Exchange,"Saint John, NB",CA,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
2388,TGIX,Togo Internet Exchange Point,Lomé,TG,Africa,9,1,0,0,0,0,0,0,0,0,0,0,0
2402,SPACE-IX,,Moscow,RU,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,MISPA-IXP,MISPA internet exchange point,Ulaanbaatar,MN,Asia Pacific,13,0,0,0,0,0,0,0,0,0,0,0,0
2410,SoIXP,Somali Internet Exchange Point,Mogadishu,SO,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,IXPN Kano,,Kano,NG,Africa,6,0,0,0,0,0,0,0,0,0,0,0,0
2415,IXPN Port Harcourt,"Internet Exchange Point of Nigeria, Port Harcourt",Port Harcourt,NG,Africa,2,0,0,0,0,0,0,0,0,0,0,0,0
2447,4b42 Internet Exchange Point,4b42 Internet Exchange Point,Zurich,CH,Europe,290,1,0,0,0,0,0,0,0,0,0,0,0
2457,SR-IX,,Bishkek,KG,Asia Pacific,4,0,0,0,0,0,0,0,0,0,0,0,0
2486,CMH-IX,Columbus Internet Exchange,Columbus,US,North America,7,1,0,0,0,0,0,0,0,0,0,0,0
2494,CSL Thai-IX Singapore,Thai-IX Singapore by CS Loxinfo,Bangkok,TH,Asia Pacific,16,4,0,0,0,0,0,0,0,0,0,0,0
2495,CSL Thai-IX Bangkok,Thai-IX Bangkok by CS Loxinfo,Bangkok,TH,Asia Pacific,18,4,0,0,0,0,0,0,0,0,0,0,0
2497,KazNIX,KazNIX Exchange Point,Semey,KZ,Asia Pacific,12,1,0,0,0,0,0,0,0,0,0,0,0
2520,IXP-GUINEE,Association pour la Gestion du Point d'Echange Internet National,Conakry,GN,Africa,4,0,0,0,0,0,0,0,0,0,0,0,0
2537,STIX,South Tyrolean Internet ExchangePoint,Bozen/Bolzano,IT,Europe,11,1,0,0,0,0,0,0,0,0,0,0,0
2553,LVIV-IX,Lviv Internet Exchange,Lviv,UA,Europe,16,0,0,0,0,0,0,0,0,0,0,0,0
2554,CAMIX Yaounde,Cameroon Internet Exchange Point,Yaoundé,CM,Africa,4,1,0,0,0,0,0,0,0,0,0,0,0
2563,EdgeIX - Darwin,,Darwin,AU,Australia,8,2,0,0,0,0,0,0,0,0,0,0,0
2571,SBIX Zurich,Securebit Internet Exchange Zurich,Lupfig,CH,Europe,39,1,0,0,0,0,0,0,0,0,0,0,0
2601,LOCIX NETHERLANDS,LOCIX EXCHANGE NETHERLANDS,Meppel,NL,Europe,48,2,0,0,0,0,0,0,0,0,0,0,0
2602,EdgeIX - Hobart,,Hobart,AU,Australia,7,0,0,0,0,0,0,0,0,0,0,0,0
2611,KM-IX old,Khmelnitskiy Internet Exchange Point,Хмельницький,UA,Europe,2,0,0,0,0,0,0,0,0,0,0,0,0
2617,Harare IX,Harare Internet eXchange Point,Harare,ZW,Africa,2,0,0,0,0,0,0,0,0,0,0,0,0
2622,IIX-Bali,Bali Internet eXchange,Denpasar,ID,Asia Pacific,36,2,0,0,0,0,0,0,0,0,0,0,0
2624,TIX Tanzania - Dodoma,Dodoma Internet Exchange Point - DIXP,Dodoma,TZ,Africa,8,0,0,0,0,0,0,0,0,0,0,0,0
2665,MLIX,Point d'échange du Mali,Bamako,ML,Africa,5,1,0,0,0,0,0,0,0,0,0,0,0
2670,BatamIX Jakarta,Batam Internet Exchange,Jakarta,ID,Asia Pacific,7,3,0,0,0,0,0,0,0,0,0,0,0
2675,VarnaIX,Varna Internet Exchange,Varna,BG,Europe,17,0,0,0,0,0,0,0,0,0,0,0,0
2677,STHIX - Sundsvall,,Sundsvall,SE,Europe,3,1,0,0,0,0,0,0,0,0,0,0,0
2682,SIXP Gambia,Serekunda Internet Exchange Point,Serekunda,GM,Africa,2,0,0,0,0,0,0,0,0,0,0,0,0
2693,UEPG Internet Exchange,UEPG Internet Exchange,Ponta Grossa/PR,BR,South America,11,1,0,0,0,0,0,0,0,0,0,0,0
2700,IXP FI HEL,Internet Exchange Point - Helsinki,Helsinki,FI,Europe,15,0,0,0,0,0,0,0,0,0,0,0,0
2704,IXP UK LON,Internet Exchange Point - London,London,GB,Europe,19,0,0,0,0,0,0,0,0,0,0,0,0
2705,IXP NL DRO,Internet Exchange Point Netherlands Dronten,Dronten,NL,Europe,19,0,0,0,0,0,0,0,0,0,0,0,0
2706,IXP NUR,,Nürnberg,DE,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
2713,CAS-IX,Casablanca Internet Exchange Point,Casablanca,MA,Africa,3,1,0,0,0,0,0,0,0,0,0,0,0
2715,MYNAP,Malaysia Network Access Point (MYNAP),Cyberjaya,MY,Asia Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0
2722,LUBIX,Lubumbashi internet exchange point,Lubumbashi,CD,Africa,12,0,0,0,0,0,0,0,0,0,0,0,0
2726,BrestIX,,Brest,FR,Europe,2,0,0,0,0,0,0,0,0,0,0,0,0
2728,IXP LI VAD,,Vaduz,LI,Europe,10,0,0,0,0,0,0,0,0,0,0,0,0
2730,LOCIX DUSSELDORF,LOCIX EXCHANGE DUSSELDORF,Dusseldorf,DE,Europe,185,2,0,0,0,0,0,0,0,0,0,0,0
2732,RO-IX,Internet eXchange RO-IX,Bucharest,RO,Europe,2,3,0,0,0,0,0,0,0,0,0,0,0
2746,IXP US FRE,,Fremont,US,North America,13,0,0,0,0,0,0,0,0,0,0,0,0
2753,SBIX Amsterdam,Securebit Internet Exchange Amsterdam,Amsterdam,NL,Europe,5,0,0,0,0,0,0,0,0,0,0,0,0
2766,IIX-Jabar,Jabar IX - JABRIX,Bandung,ID,Asia Pacific,43,1,0,0,0,0,0,0,0,0,0,0,0
2767,IIX-Lampung,,Bandar Lampung,ID,Asia Pacific,16,1,0,0,0,0,0,0,0,0,0,0,0
2774,Rottweiler Internet Exchange,,Rottweil,DE,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
2775,NIX-BD,Neutral Internet Exchange Bangladesh,Noakhali,BD,Asia Pacific,0,1,0,0,0,0,0,0,0,0,0,0,0
2783,Gig IX Ashburn,,Ashburn,US,North America,3,0,0,0,0,0,0,0,0,0,0,0,0
2784,FURB IX,,Blumenau,BR,South America,3,1,0,0,0,0,0,0,0,0,0,0,0
2785,STHIX - Umeå,,Umeå,SE,Europe,3,0,0,0,0,0,0,0,0,0,0,0,0
2786,AIX-BD,aamra NIX,Dhaka,BD,Asia Pacific,34,1,0,0,0,0,0,0,0,0,0,0,0
2787,TR-IX,TURK Internet eXchange,Istanbul,TR,Europe,12,3,0,0,0,0,0,0,0,0,0,0,0
2798,IXP BEA,,Beauharnois,CA,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,ITI-IX,ITI-IX,Tashkent,UZ,Asia Pacific,0,2,0,0,0,0,0,0,0,0,0,0,0
2801,LONAP Multicast,,London,GB,Europe,0,11,0,0,0,0,0,0,0,0,0,0,0
2802,MekongIX,,Phnom Penh,KH,Asia Pacific,3,1,0,0,0,0,0,0,0,0,0,0,0
2804,RO-CIX,,Braila,RO,Europe,4,4,0,0,0,0,0,0,0,0,0,0,0
2812,NIXI Guwahati,,Guwahati,IN,Asia Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0
2815,Asteroid Mombasa,Asteroid Mombasa,Mombasa,KE,Africa,1,0,0,0,0,0,0,0,0,0,0,0,0
2822,IX.br (PTT.br) Cascavel,IX.br (PTT.br) Cascavel,Cascavel/PR,BR,South America,34,3,0,0,0,0,0,0,0,0,0,0,0
2848,NIX.CZ FENIX,,Prague,CZ,Europe,8,11,0,0,0,0,0,0,0,0,0,0,0
2853,FICIX 2 (Helsinki) IPv6 MTU 9000,,Helsinki,FI,Europe,6,1,0,0,0,0,0,0,0,0,0,0,0
2861,JINX Voice,,Johannesburg,ZA,Africa,4,4,0,0,0,0,0,0,0,0,0,0,0
2865,Netnod Gothenburg -- MTU4470,,Gothenburg,SE,Europe,13,2,0,0,0,0,0,0,0,0,0,0,0
2869,Netnod Sundsvall -- MTU4470,,Sundsvall / Gavle,SE,Europe,10,3,0,0,0,0,0,0,0,0,0,0,0
2899,CINX Voice,,Cape Town,ZA,Africa,0,3,0,0,0,0,0,0,0,0,0,0,0
2904,FICIX 3 (Oulu) IPv6 MTU 9000,,Oulu,FI,Europe,2,1,0,0,0,0,0,0,0,0,0,0,0
2915,Giganet IXN Odesa,Giganet IXN Odesa local exchange,Odessa,UA,Europe,22,6,0,0,0,0,0,0,0,0,0,0,0
2916,Giganet IXN Kharkіv,Giganet IXN Kharkiv local exchange,Kharkiv,UA,Europe,13,7,0,0,0,0,0,0,0,0,0,0,0
2955,IX Liverpool - Baltic Bubble,IX Liverpool - Baltic Bubble Data Centre,Liverpool,GB,Europe,3,3,0,0,0,0,0,0,0,0,0,0,0
2956,IX Liverpool Internet of Things LAN,,Liverpool,GB,Europe,0,3,0,0,0,0,0,0,0,0,0,0,0
2957,IX Liverpool GRX Peering Exchange (5G),,Liverpool,GB,Europe,0,3,0,0,0,0,0,0,0,0,0,0,0
2963,FICIX 1 (Espoo) IPv6 MTU 9000,,Espoo,FI,Europe,5,1,0,0,0,0,0,0,0,0,0,0,0
3069,ARIX,Amateur Radio Internet Exchange,"Fremont, Portland, Flagstaff",US,North America,19,1,0,0,0,0,0,0,0,0,0,0,0
3072,Linxdatacenter-IX,Linxdatacenter Internet Exchange,Moscow,RU,Europe,5,1,0,0,0,0,0,0,0,0,0,0,0
3079,SUMMIT NIX,Summit Communications National Internet Exchange,Dhaka,BD,Asia Pacific,20,0,0,0,0,0,0,0,0,0,0,0,0
3081,Statewide NC-IX,Statewide North Carolina Internet Exchange,Charlotte,US,North America,4,1,0,0,0,0,0,0,0,0,0,0,0
3085,Fiji-IXP,,Suva,FJ,Asia Pacific,3,0,0,0,0,0,0,0,0,0,0,0,0
3087,IIX-Jogja,Jogja Internet Exchange - JIX,Yogyakarta,ID,Asia Pacific,28,1,0,0,0,0,0,0,0,0,0,0,0
3091,Navégalo IXPCR,Navégalo IXP Costa Rica,San Jose,CR,South America,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,FSIX Shanghai,Fantasy Sky Shanghai Internet eXchange,Shanghai,CN,Asia Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0
3096,IX.br (PTT.br) Campo Grande,IX.br (PTT.br) Campo Grande,Campo Grande/MS,BR,South America,31,2,0,0,0,0,0,0,0,0,0,0,0
3097,TIX Tanzania - Mbeya,Mbeya Internet Exchange,Mbeya,TZ,Africa,2,0,0,0,0,0,0,0,0,0,0,0,0
3098,BFD-IX,BFD-IX,Bradford,GB,Europe,18,2,0,0,0,0,0,0,0,0,0,0,0
3105,DACS-IX Central,DACS-IX Central Region,Chicago,US,North America,7,1,0,0,0,0,0,0,0,0,0,0,0
3117,FEZIX,,Fez,MA,Africa,3,1,0,0,0,0,0,0,0,0,0,0,0
3118,SBIX Dusseldorf,Securebit Internet Exchange Dusseldorf,Dusseldorf,DE,Europe,5,1,0,0,0,0,0,0,0,0,0,0,0
3122,PIONIER-IX,PIONIER-IX,"Białystok, Poznań, Wrocław, Szczecin, Opole, Częstochowa",PL,Europe,5,1,0,0,0,0,0,0,0,0,0,0,0
3148,HPT1-IX,Hawaii Pacific Teleport IX-1,honolulu,US,Asia Pacific,1,1,0,0,0,0,0,0,0,0,0,0,0
3156,JTIX (Thailand),JasTel Internet Exchange,Nonthaburi,TH,Asia Pacific,12,2,0,0,0,0,0,0,0,0,0,0,0
3160,NEO-IX,North East Ohio Internet Exchange,"Akron, Ohio",US,North America,7,3,0,0,0,0,0,0,0,0,0,0,0
3166,ZXIX Hangzhou,ZX Internet Exchange Hangzhou,Hangzhou,CN,Asia Pacific,28,0,0,0,0,0,0,0,0,0,0,0,0
3168,Palestine Internet Exchange Point - PSIX,Palestine Internet Exchange Point,Ramallah,PS,Middle East,21,1,0,0,0,0,0,0,0,0,0,0,0
3175,TOHU IX,,Guangzhou,CN,Asia Pacific,19,0,0,0,0,0,0,0,0,0,0,0,0
3188,BBIX Miami,BroadBand Internet eXchange Miami,Miami,US,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
3192,ManxIX,,Douglas,IM,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,SpringIX,Springfield Internet eXchange,"Springfield, MO",US,North America,16,2,0,0,0,0,0,0,0,0,0,0,0
3224,BVIX,BVI Internet Exchange,Road Town,VG,North America,8,0,0,0,0,0,0,0,0,0,0,0,0
3226,IX42 LAS,Internet eXchange 42 Las Vegas,Las Vegas,US,North America,11,0,0,0,0,0,0,0,0,0,0,0,0
3230,IXRR Internet Exchange Roraima,IXRR Internet Exchange Roraima,Boa Vista,BR,South America,7,1,0,0,0,0,0,0,0,0,0,0,0
3232,OpenSwitch-IX,OpenSwitch-IX India's First IXP to offer tunnels,Kolkata,IN,Asia Pacific,9,0,0,0,0,0,0,0,0,0,0,0,0
3237,IX42 SG,Internet eXchange 42 Singapore,Singapore,SG,Asia Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0
3238,IXP INFOCOM,IXP INFOCOM Costa Rica,San José,CR,North America,1,1,0,0,0,0,0,0,0,0,0,0,0
3246,ZXIX Hong Kong,ZX Internet Exchange Hong Kong,Hong Kong,HK,Asia Pacific,76,0,0,0,0,0,0,0,0,0,0,0,0
3261,IXP.MX - Querétaro,,Querétaro,MX,North America,0,1,0,0,0,0,0,0,0,0,0,0,0
3266,Equinix Mexico,Equinix Internet Exchange Mexico,Mexico City,MX,North America,8,1,0,0,0,0,0,0,0,0,0,0,0
3278,IXBradford,,Bradford,GB,Europe,9,1,0,0,0,0,0,0,0,0,0,0,0
3280,KA-NIX,Karlsruhe Neutral Internet Exchange,Karlsruhe,DE,Europe,8,3,0,0,0,0,0,0,0,0,0,0,0
3283,THESS-IX,Thessaloniki - Internet Exchange,Thessaloniki,GR,Europe,12,1,0,0,0,0,0,0,0,0,0,0,0
3285,GeekIX Taoyuan (Jumbo),Geek Networks Exchange Taiwan Taoyuan,Taoyuan,TW,Asia Pacific,11,0,0,0,0,0,0,0,0,0,0,0,0
3286,SBIX FRE,Securebit Internet Exchange Fremont,Fremont / Neuheim,US,Europe,10,0,0,0,0,0,0,0,0,0,0,0,0
3288,Grunix,GrunIX,Groningen,NL,Europe,7,1,0,0,0,0,0,0,0,0,0,0,0
3302,PyramIX,Pyramids Internet Exchange,Cairo,EG,Africa,18,3,0,0,0,0,0,0,0,0,0,0,0
3303,BKNIX Chiang Mai (Thailand),BKNIX Chiang Mai,Chiang Mai,TH,Asia Pacific,8,0,0,0,0,0,0,0,0,0,0,0,0
3329,IIX-Jateng,Jawa Tengah Internet eXchange,Semarang,ID,Asia Pacific,7,0,0,0,0,0,0,0,0,0,0,0,0
3333,PIT Bolivia,Punto de Intercambio de Tráfico PIT Bolivia - Entidad Civil sin fines de lucro,La Paz,BO,South America,18,1,0,0,0,0,0,0,0,0,0,0,0
3337,BIX Surabaya,Biznet Internet Exchange,"Surabaya, East Java",ID,Asia Pacific,12,1,0,0,0,0,0,0,0,0,0,0,0
3338,BIX Malang,Biznet Internet Exchange,"Malang, East Java",ID,Asia Pacific,6,1,0,0,0,0,0,0,0,0,0,0,0
3339,BIX Semarang,Biznet Internet Exchange,"Semarang, Central Java",ID,Asia Pacific,3,0,0,0,0,0,0,0,0,0,0,0,0
3340,BIX Denpasar 1,Biznet Internet Exchange,"Denpasar, Bali",ID,Asia Pacific,8,1,0,0,0,0,0,0,0,0,0,0,0
3341,BIX Denpasar 2,Biznet Internet Exchange,"Denpasar, Bali",ID,Asia Pacific,0,1,0,0,0,0,0,0,0,0,0,0,0
3342,IX-DO,PUNTO DE INTERCAMBIO DE TRAFICO DE INTERNET DE LA REPUBLICA DOMINICANA,Santo Domingo,DO,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,BatamIX Batam,Batam Internet Exchange,Batam,ID,Asia Pacific,3,2,0,0,0,0,0,0,0,0,0,0,0
3373,NCL-IX,Newcastle IX,Newcastle,GB,Europe,6,2,0,0,0,0,0,0,0,0,0,0,0
3384,BéarnIX,,Pau,FR,Europe,9,0,0,0,0,0,0,0,0,0,0,0,0
3387,NCJX-Neutral Connect J-Xchange,,Jakarta,ID,Asia Pacific,2,0,0,0,0,0,0,0,0,0,0,0,0
3393,HamroIX-Amsterdam,Hamro Internet eXchange,Amsterdam,NL,Europe,4,0,0,0,0,0,0,0,0,0,0,0,0
3401,BFIX Bobo-Dioulasso,Burkina Faso Internet Exchange Point (BFIX) Bobo,Bobo-Dioulasso,BF,Africa,6,0,0,0,0,0,0,0,0,0,0,0,0
3405,Ruhr-CIX,,Ruhr Region,DE,Europe,9,3,0,0,0,0,0,0,0,0,0,0,0
3408,HSIX-NZ,"HackerSpace Networking - Auckland, NZ",Auckland,NZ,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3409,HSIX-QLD,"HackerSpace Networking - Brisbane, QLD",Brisbane,AU,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3410,HSIX-NSW,"HackerSpace Networking - Sydney, NSW",Sydney,AU,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3411,HSIX-VIC,"HackerSpace Networking - Melbourne, VIC",Melbourne,AU,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3412,HSIX-WA,"HackerSpace Networking - Perth, WA",Perth,AU,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3413,HSIX-SA,"HackerSpace Networking - Adelaide, SA",Adelaide,AU,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0
3414,HSIX-APAC,HackerSpace Networking - Oceania,Sydney,AU,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,PITER-IX Kiev,PITER-IX Kiev,Киев,UA,Europe,26,0,0,0,0,0,0,0,0,0,0,0,0
3417,PNG Neutral IX Lae,,Lae,PG,Asia Pacific,4,0,0,0,0,0,0,0,0,0,0,0,0
3418,PIT - Peru - Arequipa,anteriormente Peru IX Arequipa,Arequipa,PE,South America,14,1,0,0,0,0,0,0,0,0,0,0,0
3430,HamroIX-Rome,,Rome,IT,Europe,1,1,0,0,0,0,0,0,0,0,0,0,0
3436,Ouest.Network,Ouest.Network,Nantes,FR,Europe,9,2,0,0,0,0,0,0,0,0,0,0,0
3445,Ninja-IX Raleigh,,"Raleigh, NC",US,North America,2,1,0,0,0,0,0,0,0,0,0,0,0
3447,GeekIX Taoyuan,,Taoyuan,TW,Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,Múli IXP,,Reykjavik,IS,Europe,4,1,0,0,0,0,0,0,0,0,0,0,0
3449,IXSY,Internet Exchange Services Yucatán,Mérida,MX,North America,15,2,0,0,0,0,0,0,0,0,0,0,0
3450,IPNET-DELHI,IPNET,Delhi,IN,Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,SP-iXP Mumbai,Smart-Peering Internet eXchange,Mumbai,IN,Asia Pacific,2,4,0,0,0,0,0,0,0,0,0,0,0
3464,IX42 NYC,Internet eXchange 42 New York City,New York City,US,North America,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,Willamette Internet Exchange,,Eugene,US,North America,13,1,0,0,0,0,0,0,0,0,0,0,0
3467,KTL-IX,Kloud Technologies National Internet Exchange [ ASN134508 ],Dhaka,BD,Asia Pacific,17,1,0,0,0,0,0,0,0,0,0,0,0
3471,Aperture-IX,Aperture Internet Exchange,Hong Kong,HK,Asia Pacific,12,1,0,0,0,0,0,0,0,0,0,0,0
3474,DE-CIX Malaysia,,"Kuala Lumpur, Cyberjaya, Johor Bahru",MY,Asia Pacific,13,7,0,0,0,0,0,0,0,0,0,0,0
3476,Global Peer Exchange,Global Peer Exchange,Washington,US,North America,7,115,0,0,0,0,0,0,0,0,0,0,0
3477,DSIX,DreamServer InternetExchange,Bucharest,RO,Europe,11,1,0,0,0,0,0,0,0,0,0,0,0
3478,BGP.Exchange,,Global,AU,Australia,2,20,0,0,0,0,0,0,0,0,0,0,0
3480,BTCL IX,Bangladesh Telecommunications Company Limited (BTCL) IX,Dhaka,BD,Asia Pacific,39,0,0,0,0,0,0,0,0,0,0,0,0
3487,PERM-IX,Perm traffic exchange point,Perm,RU,Europe,1,0,0,0,0,0,0,0,0,0,0,0,0
3495,JinIX,Jinom Internet Exchange (JinIX),Gianyar,ID,Asia Pacific,2,1,0,0,0,0,0,0,0,0,0,0,0
3496,Denver IX,,Denver,US,North America,3,1,0,0,0,0,0,0,0,0,0,0,0
3530,SXMIX,,SAINT-MARTIN,MF,North America,5,1,0,0,0,0,0,0,0,0,0,0,0
3532,CNI-IX,Cyber Network Indonesia - Internet Exchange,Jakarta,ID,Asia Pacific,18,6,0,0,0,0,0,0,0,0,0,0,0
3534,Tehran IX,,Tehran,IR,Middle East,3,0,0,0,0,0,0,0,0,0,0,0,0
